name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at
Cực phẩm - bán gấp - thang máy - Tam Trinh - Hoàng Mai - 70m2 - MT 6 m - 12tỷ3,"Cực phẩm - bán gấp - thang máy - Tam Trinh - Hoàng Mai - 70m2 - MT 6 m - 12 tỷ3. Phân lô cán bộ được cấp, thoáng trước - sau. View hồ điều hòa, nhà xây mới khung cột chắc chắn, thiết kế tỉ mỉ đến từng centimet. Oto đỗ cửa. Nhà đẹp 5 tầng + Thang máy xịn + View hồ ở tuyệt vời, đúng chất không gian sống của những người có tầm. Ô tô có bãi gửi cách nhà 20m gửi ngày đêm, 600k/1 tháng/ oto. - DT sổ 70m2, MT 6m, hậu 6m, giá chỉ 12, x tỷ có thương lượng. + Thiết kế: - Tầng 1: Khu bếp + Khách. - Tầng 2.3 mỗi tầng thiết kế 2 ngủ và 2vs khép kín Đã vào Full đồ cơ bản giường tủ. - Tầng 4 gồm 2 phòng và 2vs đang để trống. - Tầng 5 gồm phòng thờ và sân phơi. - Sổ đỏ chính chủ gối đầu giường giao dịch nhanh. - LH em Giang để mua nhà thật.",Nhà,Hà Nội,Hoàng Mai,Mai Động,Tam Trinh,,12300000000.0,70.0,4.0,6.0,,3.0,4.0,4.0,,,2025-06-23T09:37:21.980000
CẦN BÁN nhà phố VIP Lâm Hạ 110m2 MT 8m View hồ - Hàng hiếm còn xót lại,"Căn nhà phố Lâm Hạ Long Biên dưới đây là lựa chọn cực kỳ đáng cân nhắc. Thông tin chi tiết: Diện tích: 110m² Mặt tiền: 8m. Đường trước nhà rộng ô tô tránh, có vỉa hè 2 bên, cách mặt phố Lâm Hạ chỉ 15m. View hồ thoáng mát, không khí trong lành quanh năm. Hiện trạng nhà biệt thự 3 tầng, phù hợp xây mới nhà ở, căn hộ dịch vụ, văn phòng, homestay. Vị trí và tiện ích nổi bật: Nằm trong khu vực Vip quận Long Biên hàng xóm toàn cán bộ, trí thức. Gần bệnh viện đa khoa Tâm Anh, Trường quốc tế Wellspring, siêu thị Aeon Mall, Big C Long Biên. Giao thông kết nối cực thuận tiện: Nguyễn Văn Cừ, Hồng Tiến, Nguyễn Sơn, Hoàng Như Tiếp, Cổ Linh. Giá 35 tỷ. Pháp lý: Sổ đỏ chính chủ, vuông vắn đẹp, sẵn sàng giao dịch ngay. Liên hệ trực tiếp: Lâm Long Biên Chuyên mua bán, ký gửi BĐS Long Biên[phone_number]",Biệt thự/Nhà liền kề,Hà Nội,Long Biên,Bồ Đề,Lâm Hạ,,35000000000.0,110.0,,8.0,,,5.0,,,,2025-06-07T09:32:10.719000
Siêu phẩm tư đình - phân lô cán bộ vip - thang máy - gara - nội thất tiền tỷ tư đình,"SIÊU PHẨM TƯ ĐÌNH - PHÂN LÔ CÁN BỘ VIP - THANG MÁY - GARA - NỘI THẤT TIỀN TỶ Tư Đình, Long Biên 115m x 6 tầng, MT 5.5m Giá: 22.5 tỷ Nhà 2 thoáng TRƯỚC SAU Thiết kế đỉnh cao 2024, full nội thất xịn sò, chỉ việc xách vali về ở Gara ô tô 7 chỗ Hồ cá Koi Thang máy nhập khẩu Khu phân lô cán bộ cấp cao, ngõ thông, 15m ra bãi đỗ ô tô ngày đêm 3 bước chân tới sân golf, cực hiếm! Tầng 1: Gara Khu sinh hoạt WC Hồ cá Tầng 2: Phòng khách Bếp WC Tầng 3: Master Thay đồ Tắm VIP Tầng 4,5: Tổng 3PN khép kín Phòng thờ Tiểu cảnh Tầng 6: Sân phơi Sổ đỏ chính chủ Pháp lý sạch Liên hệ ngay để xem nhà Đừng bỏ lỡ siêu phẩm có 1-0-2 này!",Nhà,Hà Nội,Long Biên,Long Biên,Tư Đình,,22500000000.0,115.0,6.0,6.0,,,4.0,,,,2025-06-06T04:58:42.838000
Siêu phẩm hiếm hoàng quốc việt lô góc trung tâm cầu giấy - giao thông tiện lợi thông tin,SIÊU PHẨM HIẾM HOÀNG QUỐC VIỆT LÔ GÓC TRUNG TÂM CẦU GIẤY - GIAO THÔNG TIỆN LỢI Thông tin nhà: Diện tích: 48m x 4 tầng Mặt tiền 7.1m Nở hậu Sổ đỏ vuông vức như tờ A4. 24 tỷ Công năng chi tiết: Tầng 1: Sân để xe Phòng khách Bếp WC Tầng 2: 1 Phòng ngủ lớn WC khép kín Tầng 3: 2 Phòng ngủ WC chung Tầng 4: Phòng thờ Sân phơi rộng thoáng Pháp lý chuẩn chỉnh: Sổ đỏ chính chủ Giao dịch ngay ZALO: [phone_number],Nhà,Hà Nội,Cầu Giấy,Nghĩa Tân,Hoàng Quốc Việt,,24000000000.0,48.0,4.0,7.0,,,3.0,3.0,,,2025-06-18T11:19:17.225000
"( Chính chủ ) Tôi bán căn Biệt Thự, mặt phố Tô Ngọc Vân, Q Tây Hồ, Dt 245 m x 6 T, Mt 9 m.","( Chính chủ ) Tôi cần bán căn Biệt Thự, mặt phố Tô Ngọc Vân, đt 245 m x 6 T, Mt 9 m, giá ( thoả thuận ) + Vị trí nhà mặt phố Tô Ngọc Vân, trung tâm quận Tây Hồ, khu vực dân trí cao, không khí trong lành an sinh đầy đủ. + Thiết kế 6 tầng thang máy. - Tầng 1 , sân ga ra ô tô, xe máy. Trong nhà phòng khách + bếp, phòng ăn. - Tầng 2,3,4,5 mỗi tầng 2 phòng ngủ khép kín. - Tầng 6 phòng thờ, sân view hồ + Pháp lý, sổ đỏ chính chủ, giao dịch ngay. Lh, anh Đức ( ngoài giờ hành chính)",Nhà,Hà Nội,Tây Hồ,Quảng An,Tô Ngọc Vân,,80000000000.0,250.0,,,,,,,,,2025-06-02T04:33:53.266000
Ngô thì nhậm-ô tô 7 chỗ vào nhà-thang máy 50m 13.8 tỷ,"NGÔ THÌ NHẬM - THANG MÁY - GARA Ô TÔ - VIEW CÔNG VIÊN 50M 13.8 TỶ LH: Hiền [phone_number] Nhà nằm ngay trường Trần Đăng Ninh, gara ô tô 7 chỗ vào nhà, view công viên thoáng mát. SỔ ĐỎ SẴN SÀNG LH: Hiền [phone_number]",Nhà,Hà Nội,Hà Đông,Hà Cầu,Ngô Thì Nhậm,Khu chung cư Ngô Thì Nhậm,13800000000.0,50.0,,,,,,,,,2025-06-04T09:51:57.563000
"Hiếm, phố Thái Hà, ra phố 11m, ô tô đậu cửa, 48.8m2, mặt tiền 8m, giá chỉ 14.8 tỷ","Chính chủ anh trai em rao bán căn nhà. Địa chỉ: Phố Thái Hà Trung Liệt Đống Đa Hà Nội. Diện tích sổ đỏ: 48.8m2. Mặt tiền quyền lực: 7.95m, nở hậu. 2 mặt ngõ, trước nhà rộng ô tô vào tận nhà. Nhà 3 tầng cũ, sổ đỏ riêng do ông bà để lại từ năm 2001. Cách phố chỉ 11m, khu phân lô dân trí cao. Không dính quy hoạch, đã có phương án xây nhà ở 6 tầng + tum hoặc căn hộ cho thuê với 13 căn hộ siêu víp). Giá chỉ: 14.8 tỷ. (So với khu vực đang bán 19 - 21. 5tỷ/căn dòng tiền(có thể tham khảo nhà đang sửa và đã bán đối diện nhà mình 19.5 tỷ nhưng mặt tiền và vị trí không đẹp bằng, thì đây là giá quá tốt).",Nhà,Hà Nội,Đống Đa,Trung Liệt,Thái Hà,,14800000000.0,48.8,3.0,7.95,,4.0,2.0,2.0,,,2025-06-28T22:23:03.495000
"Siêu phẩm, bán nhà xây mới 5 tầng lô góc Văn Trì, thoáng sáng, ô tô đỗ cửa, 40m2, 5.8 tỷ","Siêu phẩm, bán nhà xây mới 5 tầng lô góc Văn Trì, thoáng sáng, ô tô đỗ cửa, 40m2, 5.8 tỷ. Vị trí nhà rất đẹp, gần phố Văn Trì, thông ra Phú Minh, giao thông thuận tiện, gần trường Đại Học Công Nghiệp. Thiết kế 5 tầng hiện đại, lô góc nên phòng nào cũng thoáng sáng có ánh sáng. Sổ cất két sẵn giao dịch. Liên hệ em Duy để biết thêm thông tin và đi xem trực tiếp.",Nhà,Hà Nội,Bắc Từ Liêm,Minh Khai,Văn Trì,,5800000000.0,40.0,5.0,,,,,,,,2025-06-18T07:19:12.519000
"Bán biệt thự LK 4PN, 4T Thị trấn Chúc Sơn, 11,9 triệu, 65,9m2. Trục đường 2 ô tô, kinh doanh được","Nhà biệt thự liền kề tọa lạc tại Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội với diện tích 65,9 m2 và giá bán 11,9 tỷ VND. Đây là một cơ hội tuyệt vời cho những ai đang tìm kiếm một không gian sống thoải mái và tiện nghi. * Ở và kết hợp văn phòng, showroom, kinh doanh được. * Chủ để lại đầy đủ nội thất, trừ đồ điện tử. - 4 phòng ngủ rộng rãi. - 4 tầng thiết kế hiện đại. - Mặt tiền 4,5m, thuận tiện cho kinh doanh. - Nội thất đầy đủ: Điều hòa, giường, tủ lạnh... Biệt thự có phong thủy tốt, tạo điều kiện sống thoải mái và bình an. Pháp lý đầy đủ, mang lại sự yên tâm cho người mua. Địa điểm xung quanh: - Siêu thị Lan Chi Chúc Sơn. - Siêu thị T - Mart Chúc Sơn. - Bệnh viện Đa Khoa Chương Mỹ. Liên hệ ngay để được tư vấn miễn phí qua số điện thoại [phone_number] hoặc gặp Hải Vân.",Biệt thự/Nhà liền kề,Hà Nội,Chương Mỹ,,,Lộc Ninh Singashine,11900000000.0,65.9,4.0,4.0,,,4.0,,Nam,,2025-06-10T14:58:53.126000
Bán nhà mặt phố quang trung hà đông hà nội lh trần anh [phone_number],Chính chủ tôi cần bán nhà mặt phố Quang trung hà đông nhà mới 5.5 tầng tk mỗi tầng 2 p có thang máy. KD bất chấp mọi mặt hàng Vỉa hè rộng 20m Giá 25.2 tỷ LH Trần anh [phone_number],Nhà,Hà Nội,Hà Đông,Quang Trung,Quang Trung,,25200000000.0,60.0,6.0,7.0,,,,5.0,Tây Bắc,,2025-06-18T14:14:05.847000
"Cần bán gấp căn hộ 2PN The Zei Mỹ Đình, tầng trung ban công hướng mát, full đồ, đã có sổ giá 7,4 tỷ","Căn hộ được thiết kế như sau: - Diện tích: 89m2 - 2N 2VS. - Hướng cửa TB, ban công ĐN. - Giá bán: 7,4 tỷ để lại full nội thất. - Có sổ đỏ, có slot ô tô. - Hỗ trợ vay bank. - Giá có thỏa thuận. Liên hệ em qua sđt: [phone_number]",Căn hộ chung cư,Hà Nội,Nam Từ Liêm,Mỹ Đình 2,Lê Đức Thọ,The Zei,7400000000.0,89.0,,,,,2.0,2.0,Tây Bắc,Đông Nam,2025-06-13T10:54:45.722000
"NHÀ 5 TẦNG MỚI ĐẸP DÂN TRÍ CAO NGAY CHỢ QUANG TIẾN, ĐẠI MỖ, NAM TỪ LIÊM","Nhà 5 tầng mới đẹp tại QUang Tiến, Đại Mỗ, Nam Từ LIêm +khu dân trí cao ngõ nông thoáng ô tô đỗ cách 10m đi ra chợ 50m + Tiện ích ngập tràn ngay chợ quang tiến 5 phút đi ra vinhome smart city + Trục chính thông ra các ngã Đại Mỗ, đại lộ Thăng Long, Mỹ Đình , Aeon Mall Hà Đông, ... lh",Nhà,Hà Nội,Nam Từ Liêm,Đại Mỗ,Quang Tiến,,5900000000.0,30.0,5.0,,,,,,,,2025-06-29T11:07:07.848000
"Cực đẹp! Phân lô Nguyễn Hy Quang, mặt ngõ thông KD, 2 ô tô tránh, thoáng sáng, thang máy, 68m2*5T.","Chủ gửi bán gấp nhà đẹp phân lô Nguyễn Hy Quang, ngõ thông ô bàn cờ, ô tô chạy vòng quanh, gara ô tô, kinh doanh cực tốt, 68m2. Giá chỉ 22 tỷ ( có thương lượng) - Vị trí trung tâm Đống Đa, kinh doanh, dân cư tấp nập, đi lại thuận tiện kết nối nhiều trục phố lớn. Xung quanh nhiều trường học, bệnh viện, tttm... - Nhà chủ xây tâm huyết, thiết kế vô cùng đẹp và hợp lí: T1: để xe, thông sàn kinh doanh T2: khách, bếp, wc T3,4: mỗi tầng 2 ngủ, 1 wc đầy đủ công năng T5: phòng thờ, sân phơi, chơi tiểu cảnh cực rộng. - Khu vực dân trí cực cao, hàng xóm toàn cán bộ, về ở là thích và an tâm. - Sổ vuông, cất két, sẵn sàng giao dịch ngay. Liên hệ tư vấn, xem nhà miễn phí: Tiến Trung Nhà Triệu Đô ( Call / Mess / Zalo : [phone_number]",Nhà,Hà Nội,Đống Đa,Ô Chợ Dừa,,,22000000000.0,68.0,,,,,4.0,4.0,,,2025-06-01T05:07:16.101000
"Bán nhà riêng tại Vĩnh Hưng, có thang máy, Ô tô vào nhà, ngõ thông kd chỉ với 8,88 tỷ, 40m2","Nhanh tay sở hữu căn nhà riêng lý tưởng tại Phường Vĩnh Hưng, Hoàng Mai, Hà Nội. Căn nhà có diện tích 40m2, giá chỉ 8,88 tỷ VND, mang lại không gian sống thoải mái cho gia đình. Với vị trí thuận lợi, căn nhà không chỉ là nơi an cư lý tưởng mà còn gần nhiều tiện ích, tạo điều kiện cho cuộc sống hàng ngày thêm thuận tiện. Căn nhà nổi bật với thiết kế hợp lý, không gian sống rộng rãi và thoáng đãng, phù hợp với nhu cầu sinh hoạt gia đình. Khu vực xung quanh yên tĩnh, an ninh tốt, tạo cảm giác an tâm cho cư dân. Gần nhà có nhiều tiện ích như bệnh viện Dệt May, Bệnh viện Đa khoa Quốc tế Vinmec Times City, cùng với các siêu thị như T Mart Lĩnh Nam và Winmart Vincom Times City. Ngoài ra, các trường đại học như Trường Đại học Công nghệ và Quản lý Hữu nghị - UTM và VTC Academy cũng nằm trong khu vực, thuận tiện cho việc học tập. Để biết thêm thông tin chi tiết về căn nhà, vui lòng liên hệ với Hiền Nhà Đẹp qua số điện thoại [phone_number]",Nhà,Hà Nội,Hoàng Mai,Vĩnh Hưng,,,8880000000.0,40.0,,,,,,,,,2025-06-18T14:21:15.839000
Hot! Chốt ngay căn 2PN FLC Quang Trung nội thất như hình sổ đỏ sẵn,"Căn hộ hiếm tại FLC Star Tower Hà Đông. Diện tích sổ: 73.3m². 2PN, 2VS, ban công Tây Nam thoáng mát. Full nội thất: Tivi, tủ lạnh, điều hòa, sofa, tủ bếp. Hướng cửa: Đông Bắc. Sổ đỏ chính chủ sang tên nhanh. Giá: 4.35 tỷ (có TL). Em Nhung: [phone_number]",Căn hộ chung cư,Hà Nội,Hà Đông,Quang Trung,Quang Trung,FLC Star Tower,4350000000.0,73.3,,,,,2.0,2.0,Đông Bắc,Tây Nam,2025-06-18T17:34:12.272000
"Hàng hiếm, phân lô phố cầu giấy, 133m2 x 4 tầng, mt 7,2m, ô tô tránh, ở sướng, kinh doanh văn phòng","HOA HẬU PHÂN LÔ PHỐ CẦU GIẤY Ô TÔ TRÁNH VÀO NHÀ AN SINH ĐẲNG CẤP GIỚI THƯỢNG LƯU BẢO VỆ 24/7 KHU DÂN TRÍ CAO HÀNG XÓM TOÀN QUAN CHỨC PHÙ HỢP Ở HOẶC KINH DOANH VĂN PHÒNG LH XEM NHÀ: [phone_number] - Diện tích: 133m2, MT 7,2m - Vị trí: siêu đẹp, mặt ngõ ô tô tránh vào nhà, cách mặt phố 50m, hàng xóm toàn quan chức, an sinh đỉnh cao, tiện ích bạt ngàn, giao thông thuận lợi, gần các trường đại học lớn nhỏ, bệnh viện, ... - Thiết kế: 4 tầng, khe thoáng bên hông rộng rãi, dễ dàng lắp đặt thang máy mà không bị ảnh hưởng đến kết cấu nhà + Tầng 1: Gara ô tô, sân, phòng khách siêu rộng, hòn non bộ, khu bếp sang trọng rộng rãi. + Tầng 2: 1 phòng master, 1 phòng rộng làm văn phòng + Tầng 3: 1 phòng master, 2 phòng ngủ khép kín + Tầng 4: phòng thờ, sân phơi, cafe tiểu cảnh ------------------------------ - Sổ đỏ chính chủ nở hậu cất két, sẵn sàng giao dịch - Giá: 42,5 tỷ (có thương lượng trực tiếp chủ nhà) - GỌI NGAY: [phone_number] XEM NHÀ 24/7 ĐẦU TƯ SINH LỜI CAO TÍCH SẢN LÂU DÀI TẠI VỊ TRÍ TRUNG TÂM THỦ ĐÔ",Nhà,Hà Nội,Cầu Giấy,Yên Hòa,,,42500000000.0,133.0,,,,,,,,,2025-06-23T05:17:42.643000
Kinh doanh - Ô tô tránh - sẵn kho xưởng có thể sử dụng cho thuê tạo dòng tiền,"Kinh doanh - Ô tô tránh - sẵn kho xưởng có thể sử dụng cho thuê tạo dòng tiền. Vị trí: Tổ 17, TT. Đông Anh, Đông Anh, Hà Nội. - Diện tích: 195m2 (đất ở: 180m2; Đất TCLN: 15m2) - Mặt tiền = mặt hậu: 8.53m. - Kinh doanh được, ô tô tránh nhau. - Sẵn kho xưởng có thể sử dụng hoặc cho thuê tạo dòng tiền đều đặn hàng tháng. - Vị trí đất nằm giữa 2 trục kinh doanh sầm uất là Phố Lâm Tiên và mặt đường Ga Đông Anh. - Khu vực dân cư đông đúc, phát triển cao. - Tiện ích bạt ngàn không thiếu thứ gì. - Sổ đỏ chính chủ. Lh:",Đất,Hà Nội,Đông Anh,Đông Anh,Ga Đông Anh,,14360000000.0,195.0,,8.53,,6.5,,,,,2025-06-17T10:21:57.950000
"Siêu dự án nhà ven đô, dt (30-60m) gần trục Đông La - Đại Thành-QL6, 1km tiện ích đủ cả, từ 3,55 tỷ","Bên em đang đt xây hơn 100 căn nhà giá siêu rẻ khu vực ven (Đông La)... * Diên tích từ 30m2, 40m2, 60m2 xây từ 3 - 4 - 5 tầng, giá từ 3,25 tỷ trở lên. * Thiết kế: Full 4 tầng, đầy đủ nội thất cơ bản. - Tầng 1: Phòng khách, bếp, wc. - Tầng 2: 2 ngủ, 1wc. - Tầng 3: 2 ngủ, 1WC. - Tầng 4: Phòng thờ lớn, khu giặt phơi đồ. * Nội thất: Tủ bếp, cầu thang bằng gỗ Lim, cửa thông phòng nhôm kính Việt Pháp, dây điện Trần Phú, ống nhựa Tiền Phong, gạch ốp lát, thiết bị vệ sinh, hệ thống chiếu sáng, trần thạch cao, bồn nước Sơn Hà... Các bạn chỉ việc xách vali vào ở. * Vị trí - Tiện ích: - Nhà thuộc Đông La, Hoài Đức. - Nhà nằm trên trục chính, QL6 2 ô tô tải tránh nhau. - Nhà thuận tiện đi lại ra khu đô thị Đô Nghĩa, Tố Hữu, Lê Văn Lương. - Nhà cách TTTM Aeon Mall khoảng 5km. - Nhà gần Vành Đai 4 chạy qua, thuận tiện đi tỉnh sau này. - Nhà gần chợ, trường học các cấp. - Khu vực thoáng, dân trí, an ninh tốt. - Rất phù hợp để mua ở hoặc đầu tư cho thuê. * Sổ đỏ chính chủ. * Có hỗ trợ vay ngân hàng 5.5% - 6%/năm. * Giá chào 3.55 tỷ (có thương lượng nhẹ). * Lh: E. Thiết - Tư vấn và dẫn xem nhà miễn phí). Ngoài ra em còn nhiều căn khác cùng khu vực như: - Nhà 5 tầng 32m², ngõ thông, ô tô cách nhà 50m, giá 3.45 tỷ. - Nhà 4 tầng 50m², ngõ thông, ô tô đỗ, giá 3.85 tỷ. - Nhà 3 tầng 62m², ngõ thông, ô tô đỗ, giá 3.8 tỷ. - Nhà 3 tầng 42m², ngõ 3m, ô tô đỗ đầu ngõ, giá 2.95 tỷ.",Nhà,Hà Nội,Hoài Đức,Đông La,Liên Xã,,3550000000.0,40.0,4.0,,,,4.0,3.0,,,2025-06-28T08:38:03.551000
"Bán nhà ngõ 65 Ô Đồng Lầm, 34.4 m2x2T ,ấm cúng hài hoà ,70m ra Hồ Ba Mẫu. Chính Chủ","Thông tin căn nhà: + Nhà 2 tầng diện tích mặt bằng 34.4 m2*2 tầng=68,8m2. + Ngõ đi 2m cách đường ô tô vào 25m + Nhà thiết kế ấm cúng, hài hoà, xinh xắn tạo không gian thoáng đãng và dễ chịu. + Sau này xây lại từ tầng 2 trở lên có thể đua ra trước lối đi 0,5m mặt tiền, diện tích: 36,3m2/1 tầng. + Đầy đủ tiện nghi: Điều hoà, quạt, tủ lạnh, máy giặt, bình nóng lạnh, giường, tủ bếp... Vị trí: + Số 10 ngõ 65 Đường Ô Đồng Lầm (Đường quanh Hồ Ba mẫu), Tổ 9, Phường Phương Liên - Trung Tự, Quận Đống Đa - Hà Nội. + 25m ra đường ô tô vào (Ngõ 65 Ô Đồng Lầm), 70m ra đường ven Hồ Ba Mẫu . + Cách các bệnh viện: Bạch mai, lão khoa, Việt Pháp, Tai mũi họng Trung Ương, Da liễu Trung Ương, Đại học Y, Đống Đa... Khoảng 1 - 1,5km. Cách bệnh viện 108,Hữu Nghị Việt Xô, Việt Đức, Răng Hàm mặt, Phụ Sản Trung Ương... khoảng 3km thuận tiện cho việc chăm sóc sức khoẻ. + Cách các đại học Y, Đại học Bách khoa, Đại học Xây Dựng, Đại học KTQD... Khoảng 1.5km. + Cách trường Trường tiểu học THCS Kim Liên, Đống Đa... Chỉ khoảng 1km, thuận tiện cho việc học hành. + Cách siêu thị tự chọn B11 Kim Liên khoảng 1km, Vincom Bà Triệu 2km... dễ dàng mua sắm. + Cách ga trung tâm Hà Nội ( ga Hàng Cỏ), ga Hoàng Cầu (tuyến đường sát trên cao Cát Linh-Hà Đông) 2km, bến xe Giáp Bát 4km... Thuận tiện cho việc di chuyển + Cách công viên Thống Nhất tầm 500m, cách Hồ Ba Mẫu 70m lý tưởng làm nơi vui chơi, đi bộ, tập thể dục, xem pháo hoa lễ tết cho dân cư quanh hồ. Công viên Thống nhất và Hồ Ba mẫu vừa được chỉnh trang cải tao sạch đẹp. Cách Hồ Hoàn Kiếm phố cổ khoảng 3km thuận tiện cho ẩm thực du lịch Pháp lý: Sổ đỏ. Giá bán: thu về 9,5 tỷ. Liên hệ chính chủ: Anh Thành [phone_number]",Nhà,Hà Nội,Đống Đa,Phương Liên - Trung Tự,,,9500000000.0,34.4,,4.0,,,2.0,1.0,Tây Nam,,2025-06-18T14:24:34.853000
"Bán gấp căn hộ Golden Palace, Mễ Trì - 2 ngủ 85m2- Giá 6,2 tỷ , full nội thất - LH [phone_number]","CC nằm ở Mễ Trì, Nam Từ Liêm, Hà Nội, có 2PN, 2WC, diện tích 85m2. Giá bán chỉ 6,2 tỷ VND - Full nội thất + điện tử ( đồ tốt ) , nhà mới sơn sửa lại , chỉ cần sách vali vào ở luôn - Pháp lý : sổ đỏ - Tòa B , tầng trung , View nội khu ( ko dính view xấu ) - Đầy đủ tất các tiện ích xunh quanh , Rạp chiếu phim beta , hồ bơi , khu vui trơi trẻ em .... Khu vực xung quanh Gần bệnh viện Hồng Ngọc, công viên Mễ Trì, trường học Nguyễn Siêu, siêu thị Hà Đăng, Chợ dân sinh Mễ Trì 100m Liên hệ ngay em để biết thêm chi tiết : [phone_number]. Em Tùng cư dân Golden Palanec",Căn hộ chung cư,Hà Nội,Nam Từ Liêm,Mễ Trì,,Golden Palace Mễ Trì,6200000000.0,85.0,,,,,2.0,2.0,,,2025-06-20T12:51:10.496000
Phố vip Ngụy Như Kon Tum - 60m2 ô tô đỗ cửa ngày đêm,"Căn biệt thự 5 tầng siêu chất tại phố vip Ngụy Như Kon Tum đang chờ chủ mới. Với diện tích 60m2, 6PN và 5WC, không gian đủ rộng cho cả gia đình hoặc nhóm bạn. Nội thất đầy đủ, chỉ việc xách vali vào ở. - Mặt tiền 5m, cực kỳ thoáng đãng và sáng sủa. - Ngõ trước rộng 8m, dễ dàng cho xe ô tô vào ra thoải mái. - Pháp lý đầy đủ, sổ đỏ/sổ hồng sẵn sàng. Tiện ích xung quanh: - Gần siêu thị điện máy Pico, Winmart, siêu thị Hà Đăng. - Công viên Yên Hòa, Công viên Cầu Giấy cho những buổi chiều thư giãn. - Bệnh viện Mắt Quốc Tế Việt - Nga, Bệnh viện Đa Khoa Bảo Sơn 2 gần kề. Liên hệ ngay để biết thêm chi tiết và không bỏ lỡ cơ hội này. Gọi E Long để được hỗ trợ và xem nhà miễn phí ạ!",Nhà,Hà Nội,Thanh Xuân,Nhân Chính,Ngụy Như Kon Tum,,26800000000.0,60.0,5.0,5.0,,8.0,6.0,5.0,Tây - Bắc,,2025-06-25T09:21:21.011000
Mặt phố đường đôi - kđt Văn Phú - kinh doanh khét lẹt - giá hơn 200 triệu/m2,"Mặt phố đường đôi - kđt Văn Phú - kinh doanh khét lẹt - giá hơn 200 triệu/m2. Mặt phố Văn Khê - trục đường đôi 42m KĐT Văn Phú - vỉa hè 8m - Kinh doanh vô địch. + Vị trí: Mặt phố Văn Khê - trục đường đôi KĐT Văn Phú - vỉa hè 8m - kinh doanh vô địch. + Nhà mình bán nằm mặt phố đường đôi Phố Văn Khê. Đất thuộc Khu đô thị mới Văn Phú, đường rộng thênh thang 42m, vỉa hè 2 bên thênh thang mỗi bên 10m. Khu vực an sinh bủa vây, tiện ích chẳng thiếu thứ gì. An ninh cực kỳ đảm bảo. + Xung quanh là Khu đô thị Phú Lương, công viên Văn Phú, trường THCS và THPT Marie Curie Văn Phú. Khu đô thị mới Văn Phú, với quy mô dân số khoảng 20.000 người, chẳng khác nào một thành phố thu nhỏ trong lòng quận Hà Đông, với sự kết hợp hoàn hảo giữa các khu nhà ở, công viên cây xanh và các công trình xã hội. + Vị trí trung tâm khu đô thị Văn Phú, Hà Đông với Uỷ ban nhân dân Phường và Quận, La Casta, Melinh Plaza, nhà thi đấu, bệnh viện Công an thành phố, trường THCS Ban Mai, bước chân ra khỏi nhà là va phải an sinh khu vực. Thiết kế: + Nhà chủ quan chức hoàn thiện đẹp như tranh khách xem là mê. - Tầng 1: Kinh doanh, khách, WC. - Tầng 2: Bếp, ngủ, WC. - Tầng 3: 2 ngủ, WC. - Tầng 4: Phòng thờ, sân phơi. - Tầng 5: Tum. Sổ đỏ chính chủ, sẵn sàng giao dịch. + Diện tích: 105m2. + Mặt tiền: 5m. + Giá bán: 28.9 tỷ có thương lượng. + Liên hệ: Phạm Tuyên ĐT:",Biệt thự/Nhà liền kề,Hà Nội,Hà Đông,Phú La,Văn Khê,Khu đô thị mới Văn Phú,28900000000.0,105.0,5.0,5.0,,42.0,3.0,3.0,,,2025-06-25T15:09:26.671000
"Chính chủ bán căn hộ nội thất cao cấp tại South Tower 91m2 2PN - 2VS sẵn sổ đỏ, có slot ô tô hầm","Chính chủ cần bán gấp căn hộ 91m² chung cư South Tower Ngọc Hồi, Hoàng Liệt, Hoàng Mai, Hà Nội. Căn hộ gồm 2 phòng ngủ, 2 vệ sinh, phòng khách có ban công thoáng đẹp, bếp có logia nên rất thoáng mát mẻ quanh năm. - Diện tích 90m² căn góc tầng trung nhà sạch sẽ thoáng mát view đẹp. - Gia đình để lại toàn bộ nội thất chỉ việc xách vali về ở. + Đầy đủ nội thất gỗ an cường, đồ điện thiết bị tiện nghi hiện đại + Tivi 75inch, 3 điều hoà (9k, 12k, 24k), tủ lạnh, máy giặt sấy, bếp từ, hút mùi, quạt, máy lọc không khí, hút bụi, thiết bị vệ sinh thông minh tự động,.. +Thay mới toàn bộ hệ thống cửa chống cháy : cửa chính, cửa ngăn phòng, cửa vệ sinh. - Có 1 slot ô tô dưới hầm - Giao thông đi lại vô cùng thuận lợi. - Sổ đỏ chính chủ sẵn sàng sang tên. - Giá bán 5tỷ. - Liên hệ: [phone_number]Miễn trung gian).",Căn hộ chung cư,Hà Nội,Hoàng Mai,Hoàng Liệt,Ngọc Hồi,South Tower Hoàng Liệt,5000000000.0,91.0,,,,,2.0,2.0,,,2025-06-26T04:53:55.050000
